"Source Name"	"Characteristics[genotype]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Material Type"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Protocol REF"	"Protocol REF"	"Sample Name"	"Factor Value[Genotype]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Sampling time]"	"Unit[UnknownUnitType]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Hybridization Name"	"Array Design REF"	"Protocol REF"	"Scan Name"	"Image File"	"Array Data File"	"Array Data Matrix File"	"Protocol REF"	"Normalization Name"	"Derived Array Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Array Data Matrix File"	"Comment[Data Repository]"	"Comment[Data Record Accession]"
"9"	"40"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630366"	"40"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-09"	"labeling"	"A704-09"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-09"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-09.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"33"	"40"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630380"	"40"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-33_2"	"labeling"	"A704-33_2"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-33_2"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-33_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"57"	"40"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630408"	"40"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-57_2"	"labeling"	"A704-57_2"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-57_2"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-57_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"21"	"40"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630414"	"40"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-21"	"labeling"	"A704-21"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-21"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-21.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"45"	"40"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630417"	"40"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-45"	"labeling"	"A704-45"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-45"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-45.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"69"	"40"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630364"	"40"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-69"	"labeling"	"A704-69"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-69"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-69.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"10"	"D"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630430"	"D"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-10"	"labeling"	"A704-10"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-10"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-10.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"34"	"D"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630435"	"D"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-34_2"	"labeling"	"A704-34_2"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-34_2"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-34_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"58"	"D"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630389"	"D"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-58_2"	"labeling"	"A704-58_2"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-58_2"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-58_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"22"	"D"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630403"	"D"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-22"	"labeling"	"A704-22"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-22"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-22.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"46"	"D"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630387"	"D"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-46"	"labeling"	"A704-46"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-46"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-46.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"70"	"D"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630427"	"D"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-70"	"labeling"	"A704-70"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-70"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-70.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"11"	"erp1"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630418"	"erp1"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-11"	"labeling"	"A704-11"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-11"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-11.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"35"	"erp1"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630409"	"erp1"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-35"	"labeling"	"A704-35"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-35"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-35.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"59"	"erp1"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630371"	"erp1"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-59_2"	"labeling"	"A704-59_2"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-59_2"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-59_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"23"	"erp1"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630382"	"erp1"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-23_2"	"labeling"	"A704-23_2"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-23_2"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-23_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"47"	"erp1"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630365"	"erp1"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-47"	"labeling"	"A704-47"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-47"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-47.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"71"	"erp1"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630376"	"erp1"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-71"	"labeling"	"A704-71"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-71"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-71.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"12"	"erp2"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630411"	"erp2"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-12"	"labeling"	"A704-12"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-12"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-12.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"36"	"erp2"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630404"	"erp2"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-36"	"labeling"	"A704-36"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-36"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-36.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"60"	"erp2"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630370"	"erp2"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-60"	"labeling"	"A704-60"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-60"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-60.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"24"	"erp2"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630424"	"erp2"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-24_2"	"labeling"	"A704-24_2"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-24_2"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-24_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"48"	"erp2"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630420"	"erp2"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-48"	"labeling"	"A704-48"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-48"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-48.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"72"	"erp2"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630397"	"erp2"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-72"	"labeling"	"A704-72"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-72"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-72.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"7"	"gl1"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630428"	"gl1"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-07"	"labeling"	"A704-07"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-07"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-07.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"31"	"gl1"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630393"	"gl1"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-31"	"labeling"	"A704-31"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-31"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-31.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"55"	"gl1"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630374"	"gl1"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-55"	"labeling"	"A704-55"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-55"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-55.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"19"	"gl1"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630383"	"gl1"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-19_2"	"labeling"	"A704-19_2"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-19_2"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-19_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"43"	"gl1"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630392"	"gl1"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-43"	"labeling"	"A704-43"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-43"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-43.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"67"	"gl1"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630407"	"gl1"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-67"	"labeling"	"A704-67"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-67"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-67.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"8"	"pen2"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630426"	"pen2"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-08"	"labeling"	"A704-08"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-08"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-08.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"32"	"pen2"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630394"	"pen2"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-32"	"labeling"	"A704-32"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-32"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-32.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"56"	"pen2"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630431"	"pen2"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-56"	"labeling"	"A704-56"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-56"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-56.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"20"	"pen2"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630412"	"pen2"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-20"	"labeling"	"A704-20"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-20"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-20.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"44"	"pen2"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630433"	"pen2"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-44"	"labeling"	"A704-44"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-44"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-44.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"68"	"pen2"	""	""	"Arabidopsis thaliana"	""	""	"rosette leaf"	"PO"	"http://purl.obolibrary.org/obo/PO_0000014"	""	""	""	""	""	""	"SAMEA2630388"	"pen2"	""	""	"Phytophthora infestans"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_4787"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""	"RNA extraction"	"A704-68_2"	"labeling"	"A704-68_2"	"biotin"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_15956"	"nucleic acid hybridization"	"A704-68_2"	"A-AFFY-2"	"data collection"	""	""	"celdata/A704-68_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"

