"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"SAMEA2630371"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-59"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-59-3neg_1-C,2_01_24621"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-59-3neg_1-C,2_01_24621.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630376"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-71"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-71-1neg_1-A,7_01_24610"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-71-1neg_1-A,7_01_24610.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630376"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-71"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-71-2neg_1-C,1_01_24620"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-71-2neg_1-C,1_01_24620.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630376"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-71"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-71-3neg_1-A,1_01_24604"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-71-3neg_1-A,1_01_24604.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630416"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-06"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-06-1neg_1-B,7_01_24306"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-06-1neg_1-B,7_01_24306.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630421"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-18"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-18-1neg_1-F,4_01_24492"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-18-1neg_1-F,4_01_24492.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630406"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-30"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-30-1neg_1-C,2_01_24465"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-30-1neg_1-C,2_01_24465.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630406"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-30"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-30-2neg_1-A,7_01_24454"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-30-2neg_1-A,7_01_24454.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630406"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-30"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-30-3neg_1-A,2_01_24449"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-30-3neg_1-A,2_01_24449.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630396"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-42"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-42-1neg_1-C,3_01_24387"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-42-1neg_1-C,3_01_24387.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630396"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-42"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-42-2neg_1-C,7_01_24391"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-42-2neg_1-C,7_01_24391.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630396"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-42"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-42-3neg_1-A,5_01_24373"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-42-3neg_1-A,5_01_24373.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630399"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-54"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-54-1neg_1-D,2_01_24630"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-54-1neg_1-D,2_01_24630.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630399"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-54"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-54-2neg_1-E,7_01_24643"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-54-2neg_1-E,7_01_24643.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630399"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-54"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-54-3neg_1-A,8_01_24611"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-54-3neg_1-A,8_01_24611.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630419"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-66"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-66-1neg_1-B,4_01_24537"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-66-1neg_1-B,4_01_24537.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630419"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-66"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-66-2neg_1-C,6_01_24547"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-66-2neg_1-C,6_01_24547.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630419"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-66"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-66-3neg_1-D,4_01_24632"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-66-3neg_1-D,4_01_24632.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630411"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-12"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-12-1neg_1-A,6_01_24297"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-12-1neg_1-A,6_01_24297.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630424"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-24"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-24-1neg_1-C,2_01_24543"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-24-1neg_1-C,2_01_24543.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630404"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-36"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-36-1neg_1-A,7_01_24375"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-36-1neg_1-A,7_01_24375.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630404"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-36"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-36-2neg_1-C,2_01_24386"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-36-2neg_1-C,2_01_24386.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630420"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-48"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-48-1neg_1-E,2_01_24326"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-48-1neg_1-E,2_01_24326.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630420"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-48"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-48-2neg_1-F,5_01_24337"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-48-2neg_1-F,5_01_24337.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630420"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-48"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-48-3neg_1-A,3_01_24371"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-48-3neg_1-A,3_01_24371.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630370"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-60"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-60-1neg_1-B,7_01_24618"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-60-1neg_1-B,7_01_24618.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630370"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-60"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-60-2neg_1-B,5_01_24538"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-60-2neg_1-B,5_01_24538.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630397"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-72"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-72-1neg_1-B,7_01_24540"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-72-1neg_1-B,7_01_24540.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630397"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-72"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-72-2neg_1-C,6_01_24625"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-72-2neg_1-C,6_01_24625.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630397"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-72"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-72-3neg_1-C,3_01_24544"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-72-3neg_1-C,3_01_24544.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630391"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-01"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-01-1neg_1-C,3_01_24310"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-01-1neg_1-C,3_01_24310.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630391"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-01"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-01-2neg_1-B,5_01_24304"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-01-2neg_1-B,5_01_24304.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630391"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-01"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-01-3neg_1-A,4_01_24295"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-01-3neg_1-A,4_01_24295.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630429"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-13"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-13-1neg_1-E,7_01_24487"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-13-1neg_1-E,7_01_24487.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630429"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-13"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-13-2neg_1-F,5_01_24493"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-13-2neg_1-F,5_01_24493.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630429"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-13"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-13-3neg_1-E,4_01_24484"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-13-3neg_1-E,4_01_24484.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630413"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-25"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-25-1neg_1-A,6_01_24453"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-25-1neg_1-A,6_01_24453.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630413"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-25"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-25-2neg_1-B,1_01_24456"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-25-2neg_1-B,1_01_24456.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630379"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-37"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-37-1neg_1-B,3_01_24379"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-37-1neg_1-B,3_01_24379.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630379"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-37"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-37-2neg_1-F,4_01_24336"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-37-2neg_1-F,4_01_24336.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630379"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-37"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-37-3neg_1-D,4_01_24320"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-37-3neg_1-D,4_01_24320.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630432"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-49"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-49-1neg_2-A,5_01_24674"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-49-1neg_2-A,5_01_24674.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630432"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-49"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-49-2neg_1-B,2_01_24613"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-49-2neg_1-B,2_01_24613.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630432"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-49"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-49-3neg_1-C,3_01_24622"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-49-3neg_1-C,3_01_24622.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630425"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-61"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-61-1neg_1-C,1_01_24542"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-61-1neg_1-C,1_01_24542.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630425"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-61"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-61-2neg_1-A,3_01_24528"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-61-2neg_1-A,3_01_24528.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630425"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-61"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-61-3neg_1-D,7_01_24635"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-61-3neg_1-D,7_01_24635.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630428"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-07"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-07-1neg_1-C,7_01_24314"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-07-1neg_1-C,7_01_24314.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
