"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"SAMEA2630364"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-69"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-69-3pos_2-B,5_01_24667"	"LTI225-69-3pos_2-B,5_01_24667.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630367"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-04"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-04-1pos_1-A,3_01_24244"	"LTI225-04-1pos_1-A,3_01_24244.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630385"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-16"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-16-1pos_1-E,2_01_24431"	"LTI225-16-1pos_1-E,2_01_24431.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630385"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-16"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-16-2pos_1-D,6_01_24427"	"LTI225-16-2pos_1-D,6_01_24427.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630381"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-28"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-28-1pos_1-C,8_01_24420"	"LTI225-28-1pos_1-C,8_01_24420.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630381"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-28"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-28-2pos_1-B,8_01_24412"	"LTI225-28-2pos_1-B,8_01_24412.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630381"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-28"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-28-3pos_1-A,8_01_24404"	"LTI225-28-3pos_1-A,8_01_24404.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630434"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-40"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-40-1pos_1-E,8_01_24283"	"LTI225-40-1pos_1-E,8_01_24283.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630434"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-40"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-40-2pos_1-E,5_01_24280"	"LTI225-40-2pos_1-E,5_01_24280.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630434"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-40"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-40-3pos_1-E,1_01_24276"	"LTI225-40-3pos_1-E,1_01_24276.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630405"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-52"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-52-1pos_1-B,1_01_24561"	"LTI225-52-1pos_1-B,1_01_24561.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630405"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-52"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-52-2pos_1-C,5_01_24573"	"LTI225-52-2pos_1-C,5_01_24573.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630405"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-52"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-52-3pos_2-A,6_01_24660"	"LTI225-52-3pos_2-A,6_01_24660.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630373"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-64"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-64-1pos_1-A,1_01_24499"	"LTI225-64-1pos_1-A,1_01_24499.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630373"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-64"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-64-2pos_1-D,5_01_24582"	"LTI225-64-2pos_1-D,5_01_24582.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630373"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-64"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-64-3pos_1-C,5_01_24519"	"LTI225-64-3pos_1-C,5_01_24519.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630430"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-10"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-10-1pos_1-C,5_01_24264"	"LTI225-10-1pos_1-C,5_01_24264.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630430"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-10"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-10-2pos_1-C,2_01_24259"	"LTI225-10-2pos_1-C,2_01_24259.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630430"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-10"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-10-3pos_1-A,1_01_24242"	"LTI225-10-3pos_1-A,1_01_24242.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630403"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-22"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-22-1pos_1-F,1_01_24438"	"LTI225-22-1pos_1-F,1_01_24438.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630403"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-22"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-22-2pos_1-F,6_01_24444"	"LTI225-22-2pos_1-F,6_01_24444.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630403"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-22"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-22-3pos_1-E,5_01_24434"	"LTI225-22-3pos_1-E,5_01_24434.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630435"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-34"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-34-1pos_1-D,8_01_24429"	"LTI225-34-1pos_1-D,8_01_24429.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630435"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-34"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-34-2pos_2-B,3_01_24665"	"LTI225-34-2pos_2-B,3_01_24665.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630435"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-34"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-34-3pos_1-D,1_01_24422"	"LTI225-34-3pos_1-D,1_01_24422.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630387"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-46"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-46-1pos_1-D,1_01_24268"	"LTI225-46-1pos_1-D,1_01_24268.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630387"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-46"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-46-2pos_1-F,3_01_24286"	"LTI225-46-2pos_1-F,3_01_24286.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630387"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-46"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-46-3pos_1-D,7_01_24274"	"LTI225-46-3pos_1-D,7_01_24274.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630389"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-58"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-58-1pos_1-C,8_01_24576"	"LTI225-58-1pos_1-C,8_01_24576.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630389"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-58"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-58-2pos_1-A,8_01_24506"	"LTI225-58-2pos_1-A,8_01_24506.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630389"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-58"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-58-3pos_1-F,3_01_24596"	"LTI225-58-3pos_1-F,3_01_24596.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630427"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-70"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-70-1pos_1-D,3_01_24580"	"LTI225-70-1pos_1-D,3_01_24580.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630427"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-70"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-70-2pos_1-A,2_01_24500"	"LTI225-70-2pos_1-A,2_01_24500.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630427"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-70"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-70-3pos_1-B,3_01_24563"	"LTI225-70-3pos_1-B,3_01_24563.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630400"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-05"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-05-1pos_1-E,3_01_24278"	"LTI225-05-1pos_1-E,3_01_24278.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630400"	"Extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-05"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	"RP 18"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"100-1000"	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-05-2pos_1-F,6_01_24289"	"LTI225-05-2pos_1-F,6_01_24289.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
